353624 476677
41857 57379 26
41857 150659 46
41857 339422 16
41859 150124 196
41859 179029 32
41859 238222 166
41859 276528 97
41861 34754 176
41862 197930 32
41863 328987 34
41865 287455 28
41866 63842 103
41866 136524 183
41866 198016 1
41866 223170 54
41867 108377 121
41867 263569 35
41868 103423 176
41868 278497 55
41868 284402 23
41868 353182 30
41869 25814 98
41871 136377 173
41871 156824 138
41871 295065 122
41873 160067 7
41873 195269 74
41874 224925 178
41874 228366 185
41874 275309 85
41875 55963 110
41875 237417 114
41875 352073 132
41877 56763 46
41879 187938 93
41879 238019 191
41879 251157 37
41880 123818 11
41880 167079 166
41881 122188 113
41881 224291 29
41881 276375 104
41882 105534 192
41882 243376 111
41883 121990 39
41884 12916 1
41884 90918 184
41884 237583 109
41885 40700 181
41885 59908 36
41885 271836 25
41886 819 1
41886 140877 145
41889 252728 163
41892 196944 195
41892 297430 2
41893 202774 63
41894 27040 22
41894 300797 63
41895 20606 146
41896 53531 27
41896 141918 130
41896 225178 178
41896 274096 159
41897 202640 101
41897 286946 109
41898 66650 68
41898 342334 61
41899 231347 14
41899 242785 144
41900 40885 132
41900 74470 32
41900 175472 19
41900 299123 76
41901 58931 4
41901 138846 155
41901 146492 35
41901 295022 183
41901 333328 113
41902 32711 123
41902 191502 168
41902 279366 46
41903 51961 65
41903 76888 123
41904 257469 112
41906 125733 61
41906 133090 172
41907 181183 153
41908 284223 119
41909 189182 10
41909 273839 44
41910 77541 136
41910 82097 117
41910 263441 165
41910 294548 164
41911 237675 141
41912 145669 142
41912 306628 187
41912 328162 53
41913 45934 35
41913 323958 128
41914 257147 121
41917 204591 71
41918 231033 17
41918 340493 69
41920 212687 34
41920 328933 128
41920 352270 17
41921 1964 194
41921 99236 164
41921 201064 72
41921 229721 71
41922 321963 148
41923 13163 131
41923 111949 165
41923 339121 11
41924 74986 153
41924 119011 72
41926 29724 57
41926 172122 7
41926 284108 89
41928 176074 132
41929 52761 170
41929 101817 148
41929 145002 118
41929 159434 43
41930 221367 124
41931 194321 61
41931 350511 46
41933 64464 119
41933 102020 173
41933 190806 89
41933 249084 115
41935 43503 51
41935 286366 181
41936 163652 94
41937 208469 32
41937 216638 164
41937 244208 112
41938 270464 65
41939 237238 7
41939 274718 80
41940 25476 19
41940 146209 169
41940 236076 118
41941 343720 72
41941 350719 5
41944 4489 171
41944 129255 136
41946 121776 2
41946 146579 106
41946 299486 198
41948 81944 78
41948 86135 43
41948 159767 25
41948 183820 6
41949 72296 53
41951 93357 48
41953 157679 52
41953 312919 157
41956 126960 164
41956 243956 129
41959 323096 104
41961 315837 174
41962 50202 72
41962 247464 138
41963 1374 125
41964 123925 171
41964 170737 147
41965 148013 66
41965 234838 98
41965 257074 8
41965 331986 123
41967 321059 61
41969 7105 109
41969 122126 58
41969 124466 70
41969 246727 174
41969 260381 52
41971 43011 198
41974 41410 140
41975 151449 191
41975 304707 162
41977 219687 177
41977 267380 114
41978 128548 104
41978 325583 125
41979 114647 108
41980 348523 12
41981 9077 148
41981 201322 5
41982 64940 200
41982 125358 125
41983 76716 5
41985 226803 14
41986 314324 43
41987 44697 2
41987 186634 52
41988 65420 196
41988 309398 43
41989 81126 189
41989 309220 63
41990 129618 77
41991 353460 115
41993 214429 18
41993 251269 105
41993 339305 67
41994 4243 191
41995 34952 132
41995 125803 7
41995 313554 102
41996 106396 41
41996 193744 43
41997 78552 147
41997 316873 99
41998 61134 189
41998 97575 37
41998 324630 190
41999 162247 28
41999 259746 19
42000 226183 175
42002 306664 93
42003 36810 23
42003 234506 102
42005 143003 53
42007 245748 169
42008 176955 30
42010 108005 187
42010 163344 98
42011 78860 48
42011 216516 18
42013 323 124
42014 347327 58
42015 105979 168
42017 229033 142
42017 296457 62
42017 320400 169
42018 41448 135
42018 84406 95
42018 145588 103
42018 272632 148
42018 276789 25
42020 108688 155
42020 131275 142
42021 104346 108
42021 312317 91
42022 222630 101
42023 307336 98
42024 1468 11
42024 244806 38
42026 5888 106
42027 145231 95
42028 237535 127
42029 101910 72
42030 198632 115
42031 834 140
42031 158751 60
42033 103035 159
42034 58612 195
42034 174617 197
42035 304215 6
42037 229945 90
42037 345475 26
42038 107272 151
42038 233848 65
42039 187298 66
42039 217380 94
42039 288775 69
42039 324452 181
42040 22300 101
42040 144740 136
42041 14352 160
42041 217932 67
42041 258578 190
42041 341074 189
42041 350757 36
42044 3880 134
42044 256743 44
42045 58931 180
42045 82234 83
42048 265831 159
42050 176544 136
42050 293134 136
42053 109680 25
42054 169562 157
42055 89448 199
42055 251818 111
42055 288782 94
42056 173342 36
42056 221634 176
42057 19266 99
42058 44297 19
42059 345150 186
42061 128468 185
42061 273495 106
42062 312187 102
42063 51631 103
42063 338333 100
42064 88623 173
42064 308686 188
42065 328872 72
42065 345802 185
42066 9735 27
42066 216247 85
42069 138158 132
42070 21679 3
42070 22092 169
42070 286978 175
42071 90983 107
42071 189232 68
42074 310656 90
42075 38276 70
42076 135659 94
42077 187606 170
42077 226139 161
42077 338875 61
42077 343369 119
42078 176871 119
42078 179548 11
42078 250716 35
42080 152331 76
42080 160452 61
42080 326187 104
42081 93476 78
42081 231146 127
42082 60766 58
42083 128253 25
42084 27603 34
42084 317058 101
42086 19222 10
42086 281782 59
42086 312552 23
42087 253738 73
42088 218234 130
42088 298349 60
42090 276789 50
42090 320174 196
42091 26432 73
42091 243563 111
42093 189829 147
42093 272786 142
42094 99516 164
42096 52437 161
42096 89105 156
42096 242115 200
42097 37772 177
42098 149738 38
42100 78510 167
42100 108578 172
42102 111773 50
42102 183815 35
42102 239278 105
42103 115263 81
42106 4092 175
42106 317180 57
42110 1652 91
42110 8383 107
42111 84734 71
42111 108725 153
42111 122627 82
42112 30070 59
42112 275700 187
42114 59307 128
42115 43025 12
42115 82597 100
42116 203207 176
42116 259496 81
42118 143066 20
42118 315408 16
42119 114974 197
42119 213519 131
42119 242892 198
42120 26512 162
42121 35143 163
42121 114783 114
42121 118926 160
42121 156695 114
42122 13135 51
42122 192249 40
42124 175954 170
42125 186505 11
42125 341043 75
42128 97680 69
42128 246162 150
42128 288886 168
42128 314453 174
42129 24462 170
42131 130882 68
42132 33838 150
42133 186161 24
42133 346714 99
42137 108713 116
42137 170831 45
42137 297352 75
42137 344990 153
42139 153889 69
42139 259144 198
42140 82185 120
42140 106410 47
42141 114883 71
42141 220379 58
42142 185102 150
42143 324569 157
42144 15012 165
42144 34757 38
42144 260573 121
42145 46072 165
42145 61364 194
42145 242405 88
42147 187054 104
42147 236860 96
42147 310822 98
42148 21994 182
42148 330368 162
42149 59812 4
42149 104649 22
42149 110444 133
42149 266785 55
42150 102551 64
42150 141731 49
42151 60440 78
42152 193376 23
42153 102650 43
42153 125189 7
42154 115252 53
42155 115129 103
42155 180165 61
42157 48904 49
42159 264213 193
42159 265025 195
42159 286036 52
42160 54137 25
42160 213403 101
42160 259355 105
42160 329346 57
42162 78577 152
42162 265351 95
42163 13129 20
42164 182258 135
42165 49771 77
42165 55855 160
42165 183649 77
42165 278168 40
42166 207400 28
42168 52375 113
42169 47937 189
42169 297868 184
42169 303023 25
42170 173392 10
42170 348088 4
42171 289749 145
42172 145411 155
42172 322371 41
42173 75056 73
42173 260013 66
42173 261940 125
42174 160416 116
42174 191413 89
42174 260014 144
42174 298719 110
42174 320673 96
42175 202439 165
42177 123888 65
42178 60594 154
42178 104681 119
42178 295708 89
42179 233061 170
42180 47678 48
42180 320926 163
42182 48492 53
42182 206072 85
42182 230586 159
42183 69841 56
42183 210264 112
42184 334955 174
42185 264125 189
42185 325844 160
42186 32928 174
42186 38296 155
42186 300794 119
42187 17685 105
42188 249448 73
42189 251252 174
42190 9553 38
42190 229127 78
42191 19877 35
42191 23958 105
42191 126536 136
42191 305774 110
42191 342091 56
42192 75265 157
42192 123082 59
42192 125360 93
42194 59548 143
42195 57209 165
42195 194404 134
42195 283204 197
42195 283803 40
42196 286006 9
42197 48553 92
42197 70562 23
42198 351030 73
42199 80701 191
42200 40944 5
42200 96517 64
42201 29431 120
42202 46940 166
42208 25707 28
42208 119827 59
42213 221129 181
42214 213945 68
42215 48025 181
42215 289670 181
42216 349139 173
42218 121384 191
42219 103450 158
42220 275332 106
42220 299082 117
42221 60239 137
42222 202865 138
42223 321885 91
42224 94418 106
42224 98045 176
42224 129042 84
42225 58577 35
42225 289348 53
42226 79589 39
42227 145252 113
42227 160957 48
42228 152899 168
42228 290101 152
42233 19101 11
42235 57154 178
42237 280446 100
42237 302820 120
42238 51465 15
42238 264680 26
42238 310570 3
42240 159000 1
42241 173529 29
42241 228765 90
42242 1009 50
42242 71991 114
42244 1575 20
42244 40679 31
42244 168714 139
42244 246551 44
42244 261189 114
42245 53935 65
42247 172543 83
42248 169440 152
42248 207622 99
42249 21386 28
42249 97798 114
42249 149469 58
42250 284160 60
42251 176951 4
42252 140236 114
42253 93218 140
42254 240923 174
42257 39300 172
42257 273361 174
42258 277443 134
42259 181858 197
42260 130016 191
42261 51939 192
42261 71223 1
42261 171812 57
42261 193126 26
42264 137514 11
42264 269334 2
42265 322520 146
42266 68034 116
42267 161714 14
42267 192374 72
42267 349665 33
42268 191776 193
42269 252381 120
42269 308532 130
42270 95318 32
42270 210924 40
42270 342799 186
42271 161057 99
42271 204380 57
42272 88011 150
42272 275122 125
42273 132422 17
42273 227017 101
42273 342086 97
42274 31662 129
42274 205332 8
42274 210824 127
42275 9585 185
42275 148583 133
42276 190317 171
42276 217584 49
42276 281808 15
42279 215646 116
42280 45906 112
42280 258722 182
42281 216797 44
42283 49460 22
42284 188507 45
42285 230654 107
42286 116563 78
42286 183065 131
42286 265919 135
42286 342868 188
42287 143308 11
42288 17951 58
42289 155959 64
42289 276871 80
42292 39578 200
42293 34211 115
42294 118332 10
42294 141683 174
42294 350858 52
42295 236540 5
42297 302039 26
42299 27334 73
42299 172457 40
42300 189340 185
42300 212168 166
42300 223654 176
42301 74898 13
42301 207372 63
42302 272636 58
42303 16897 191
42303 307364 112
42303 338471 87
42303 346530 40
42304 143178 171
42306 195587 131
42308 7301 166
42308 255484 20
42309 291196 16
42313 178147 125
42314 99609 135
42314 200198 34
42315 300038 182
42316 117642 77
42318 266160 168
42319 9148 115
42320 23615 84
42320 34475 98
42321 106043 187
42323 15944 25
42324 26743 121
42324 165039 106
42324 290156 173
42325 120726 173
42325 232113 92
42325 247894 120
42325 317362 96
42325 351862 198
42326 135131 195
42327 152186 146
42327 306435 44
42329 242653 103
42329 313133 138
42329 339113 155
42330 38537 67
42330 213460 130
42330 263252 63
42331 272537 182
42331 299281 18
42331 327587 76
42332 255656 192
42333 22931 14
42333 249002 170
42333 251617 103
42334 193175 107
42334 213250 166
42335 116213 4
42335 259265 104
42335 337900 153
42336 109318 143
42337 46726 185
42337 284579 56
42338 21332 126
42338 121749 178
42338 142347 140
42338 245572 36
42339 88812 99
42339 124427 157
42340 318008 198
42341 153361 76
42342 37818 60
42342 169652 126
42342 215005 5
42342 219334 155
42343 112015 71
42343 352786 128
42347 65688 12
42348 20790 195
42348 128096 155
42349 187978 106
42349 221267 38
42349 348297 122
42350 21480 178
42350 33792 39
42350 52711 21
42350 178530 42
42350 201695 133
42352 135594 43
42352 223458 82
42353 214058 5
42354 147722 127
42354 267884 103
42354 333257 110
42355 27864 7
42356 235058 83
42357 172514 142
42360 351369 50
42361 200975 63
42362 128817 71
42362 139842 192
42362 308619 54
42363 238856 76
42365 79929 79
42365 128895 88
42369 32611 119
42371 31312 15
42371 236571 194
42371 345281 44
42371 352239 46
42372 148997 75
42372 209952 48
42374 291080 165
42375 38975 122
42376 98114 87
42377 3534 178
42377 103896 29
42377 274827 20
42377 286802 84
42379 279846 120
42382 70274 87
42382 82015 170
42382 190725 154
42382 233222 8
42382 270826 70
42383 87081 160
42383 126853 10
42383 175771 4
42383 208117 135
42384 83517 145
42387 217721 79
42387 250418 118
42387 300802 183
42388 194006 192
42388 211590 188
42389 261493 86
42389 319585 52
42390 138593 3
42390 338443 103
42393 237533 86
42393 348796 133
42395 114331 30
42395 175389 146
42396 26509 88
42396 36956 163
42396 159506 142
42397 118214 138
42397 266868 90
42397 317775 57
42398 132991 74
42398 157856 47
42398 166094 19
42398 293021 172
42398 293647 188
42399 87315 94
42399 277193 90
42399 302058 131
42402 345246 129
42403 337415 180
42405 338091 122
42405 343934 19
42406 40867 12
42406 144133 21
42406 207545 146
42407 312911 68
42409 86133 169
42409 217279 52
42410 80525 134
42410 86196 70
42410 195959 31
42410 339919 184
42410 352947 194
42411 256901 38
42412 308800 113
42414 188227 30
42414 306434 126
42415 16918 141
42415 186748 35
42416 29520 85
42416 99401 16
42416 340296 79
42417 172084 8
42417 185511 40
42418 286452 122
42419 70196 8
42419 99617 188
42420 82323 168
42421 210944 4
42422 64865 177
42422 178007 33
42423 154416 82
42424 311281 75
42427 13625 76
42428 71002 12
42428 168322 188
42428 338152 179
42429 204915 17
42430 196093 159
42431 14227 65
42431 348175 76
42434 168864 191
42434 315240 28
42434 323815 161
42436 40872 178
42437 327121 107
42438 82669 173
42438 192370 86
42439 92291 5
42439 216472 152
42440 192943 168
42441 6624 34
42442 56706 117
42442 325384 173
42443 315523 162
42444 13970 198
42445 102055 80
42445 242292 177
42447 328864 25
42448 219680 58
42449 49548 163
42449 169221 192
42449 298543 98
42449 315411 53
42450 117028 181
42450 317167 108
42451 167282 97
42452 62179 129
42452 154131 69
42452 297520 62
42454 227930 38
42455 324363 187
42455 333998 166
42456 49430 93
42456 174196 62
42456 216631 93
42458 117193 43
42462 40096 181
42462 342827 159
42463 102979 93
42463 208826 68
42464 91294 42
42464 153123 123
42464 265150 139
42465 11655 93
42465 337434 146
42466 336485 52
42467 275063 45
42468 166753 175
42469 189217 18
42469 297053 7
42470 97954 54
42470 255355 3
42470 279057 95
42471 66194 187
42471 148986 194
42471 315375 97
42474 109382 132
42474 277684 195
42474 314125 17
42476 129328 135
42476 163766 14
42476 311649 189
42477 345097 163
42478 76544 110
42478 92641 148
42478 231708 200
42479 3078 14
42479 17269 65
42479 145063 191
42479 338203 169
42481 60690 6
42481 80717 95
42481 176124 109
42482 222875 50
42482 244010 94
42484 259455 139
42486 338794 88
42488 17559 76
42489 125155 33
42491 69907 53
42491 268807 2
42492 22607 175
42492 25635 192
42492 131014 16
42492 272710 21
42494 127623 2
42494 154766 53
42495 19843 136
42495 119854 88
42495 208179 95
42496 42603 132
42497 134308 183
42497 259714 36
42499 66046 69
42499 119004 161
42499 139616 27
42499 208981 136
42499 321469 96
42501 9456 123
42501 211763 69
42503 1151 92
42503 74432 121
42503 150218 25
42503 249692 175
42506 120772 81
42506 266776 180
42507 133952 113
42507 184983 74
42507 329232 109
42508 320238 104
42509 13778 183
42509 80982 154
42509 319124 20
42513 147632 131
42515 59522 117
42517 56468 119
42517 127739 24
42518 83550 20
42518 249877 82
42519 313799 169
42520 75541 78
42520 244084 138
42520 255006 181
42521 128589 199
42521 181251 126
42522 76506 71
42523 265786 193
42524 66983 71
42525 44383 39
42525 199685 46
42526 143397 109
42526 149515 125
42530 227844 197
42531 260356 9
42533 95648 60
42536 217863 133
42536 229611 123
42536 256995 98
42537 28998 64
42537 91756 195
42544 216652 170
42546 86031 28
42546 201747 158
42547 52344 152
42547 352480 138
42549 99736 98
42550 162832 57
42551 160603 193
42552 262294 137
42555 98289 81
42555 102129 123
42555 280679 13
42559 175551 186
42560 103434 25
42560 161650 103
42560 217939 130
42560 283085 79
42562 39088 41
42562 41552 65
42562 333870 39
42563 58056 175
42563 94201 174
42564 83211 12
42564 234659 17
42566 225425 136
42566 243456 13
42566 246085 89
42567 267097 84
42569 120434 132
42569 180274 10
42570 97056 42
42572 151757 3
42572 188473 12
42572 311085 147
42573 102062 97
42575 210636 112
42576 77110 87
42576 134101 127
42576 326119 77
42577 154397 85
42578 234141 194
42579 147730 98
42580 2580 27
42580 82681 182
42580 205169 33
42580 316460 23
42581 108139 121
42581 270509 78
42585 91419 88
42585 117736 41
42587 31264 118
42587 203723 198
42587 261175 179
42588 37259 143
42588 119404 19
42588 260474 181
42589 58636 79
42589 161613 13
42591 178648 22
42591 230367 61
42591 255707 141
42591 257400 92
42592 94453 2
42592 168773 195
42594 148376 154
42594 270575 131
42595 24788 18
42595 274017 135
42596 5443 90
42596 19455 97
42596 283419 178
42597 319069 85
42598 295884 180
42599 305933 18
42600 219687 11
42601 263286 29
42601 314255 121
42602 226846 128
42603 16894 115
42603 177915 190
42603 207997 164
